abandon,v. 遺棄
sensitive,adj.敏感的
sentence,n.判決
sentimental,adj.感情上的
separate,adj./v.分開的
separately,adv.個別地
separation,n.分開
September,n.九月
sequential,adj.隨之而來的
serious,adj.嚴肅的
sermon,n.說教；佈道
serum,n.血清
servant,n.僕人
serve,v.侍候
service,n.服侍
set,n./v.放置
settle(ment),v.(n〕決定
settler,n.移民
seven,adj./n.七
seventeen,adj./n.十七
seventy,adj./n.七十
sever,v.割斷
several,adj./n.幾個的；幾個
severe,adj.嚴格的
severely,adv.嚴重地
sew,v.縫
sewer,n.下水道
sex,n.性(別)
sexual,5adj.男女之問的
shade,n.陰蔭
shadow,n.陰影
shady,adj.遮蔭的
shaft,n.把手
shake,n./v.搖動
shallow,adj.淺的
shame,n./v.恥辱
shameful,adj.可恥的
shampoo,n.洗髮(精)
shape,n./v.形狀；做成
share,n./v.分擔；分配
sharp,adj.尖銳的
shave,n./v.刮鬍子；剃
shear,n.剪；切斷
shed,v.使流出
sheep,n.羊
sheep,n.沒有主見的人
sheer,adj.純粹的
shepherd,n./v.牧羊人；引導
shelf,n.架子
shell,n.外觀；外表
shelter,n./v.避難所
shepherd,n.牧羊人
shift,n.變換
shine,n./v.光亮
shiny,adj.閃爍的
ship,n.船
shipment,n.一批貨物
shirt,n.襯衫
shiver,v.顫抖
shock,n./v.震驚
shocked,adj.使震驚
shocking,adj.受震驚的
shoe,n.鞋
shoot,v.發射
shop,(1) n商店
shop,(2) v.購物
shore,n.岸；濱
short,adj.短的
shortage,n.短缺
shortcoming,n.缺點
shorten,v.使縮短
shorts,n. [pl.]短褲
shortsighted,adj.近視的
shot,n.射擊
should,aux.應該
shoulder,n./v.肩膀；肩負
shout,n./v.喊叫(聲)
show,n./v.表演；展現
shower,n.陣雨
shrimp,n.小蝦；矮子
shrink,v.縮小
shut,v.關上
shy,adj.羞怯的
sibling,n.手足
sick,adj.有病的
side,n.
sidewalk,n.人行道
sigh,n./v.嘆息
sight,n./v.視力；看見
sightseeing,n.觀光
sign,n./v.記號；簽字
signal,n./v.信號
signature,n.簽字
significance,n.重要性
significant,adj.重要的
silence,n./v.寂靜
silent,adj.寂靜的
silently,adv.寂靜地
silk,n.絲
silly,adj.愚蠢的
silver,adj./n.銀製的；銀
similar,adj.相似的
similarly,adv.同樣地
similarity,n.相似之處
simple,adj.簡單的
simplicity,n.樸素
simplify,v.使單純
simultaneously,adv.同時
sin,n./v.罪惡
since,adv./prep.從…以來
sincere,adj.真心誠意的
sincerity,n.真誠
sing,v.歌唱
singer,n.歌手
single,adj.單一的
singular,adj.單數的
sinister,adj.陰險的
sink,(2) v.下沉
sir,n.先生
sister,n.姊妹
sit,v.坐
site,n.場所
sitter,n.模特兒
situate,v.使位於
situated,adj.坐落在…的
situation,n.形勢
six,adj./n.六
sixteen,adj./n.十六
sixty,adj./n.六十
sizable,adj.相當大的
size,n.尺寸
skate,n./v.冰鞋；溜冰
skeleton,n.骨骸
sketch,n./v.素描
skill,n.技巧
skillful,adj.熟練的
skin,n./v.皮膚；剝…的皮
skinny,adj.消瘦的
skip,n./v.輕跳；略過
skirt,n.裙子
sky,n.天空
slam,v.使勁關閉
slap,n.一巴掌
slash,v.亂砍
slave,n. 奴隸
sleep,n./v.睡眠
sleepy,adj.想睡的
sleeve,n.衣服袖子
slender,adj.修長的；苗條的
slice,n.片
slide,n./v.打滑
slight,adj.輕微的
slim,adj.苗條的
slip,n./v.滑倒
slipper,n.拖鞋
slippery,adj.滑溜的
slogan,n.口號
slope,n.斜坡
sloppy,adj.馬虎的
slow,adj.緩慢的
slug,n.子彈；蛞蝓
slum,n.貧民窟
small,adj.小的
smallpox,n.天花
smart,adj.聰明的
smell,n./v.氣味；聞
smile,n./v.微笑
smog,n.煙霧
smoke,n./v.煙；抽煙
smooth,adj.光滑的
smuggle,v.走私
snack,n.點心
snail,n.牛
snake,n.蛇
snap,n./v.快照；突然折斷
snatch,v.搶
sneak,v.鬼鬼祟祟地走
sneaker,n.鬼鬼祟祟做事的人
sneeze,n./v.打噴嚏
snow,n./v.雪
snowy,adj.多雪的
so,adv./conj.所以
soak,v.浸泡
soap,n.肥皂
sob,v.啜泣
sober,adj.清醒的
soccer,n.足球
social,adj.社會的
socialism,n.社會主義
socially,adj.善於交際地
society,社會
sociological,adj.社會學的
sociology,n.社會學
sock(s),n.短襪
soda,n.蘇打水
sodium,n.鈉
sofa,n.沙發
soil,n./v.土壤；弄髒
solar,adj.太陽的
soldier,n.軍人
sole,n.腳底(板)；鞋底
solely,adj.唯一地
solicitor,n.懇求者；事務律師
solid,adj.堅固的
solidarity,n.團結
solitary,adj.獨居的
solitude,n.孤獨
solo,n./adj.獨唱；單獨的
solve,v.解答
some,adj.一些
somebody,pron.有人
someday,adv.有朝一日
somehow,adv.不知怎麼地
someone,pron.某人
something,pron.某物
sometime,adv.在將來某個時候
sometimes,adv.有時
somewhat,adv.有點
somewhere,adv.某處
son,n.兒子
song,n.歌曲
soon,adv.很快
sore,adj.疼痛的
sorrow,n.悲傷
sorry,adj.感到抱歉的；感到遺憾的
sort,n./v.種類；把·分類
soul,n.靈魂
sound,adj.無恙的
sound,n./v.聲音；聽起來
soup,n.湯
sour,adj.酸的
source,n.來源
south,adj./adv./n.南方的
southern,adj.南方的
souvenir,n.紀念品
sovereign,n.元首
sovereignty,n.主權
sow,v.播(種)
space,n.空間
spade,n.鏟
spaghetti,n.義大利麵條
spare,adj./v.多餘的；撥出
sparkle,n./v.閃耀
sparrow,n.麻雀
speak,v.說話
speaker,n.演講者
special,adj.特別的
species,n.種類
specific,adj.明確的
spectacles,n.眼鏡
spectacular,adj.壯觀的
spectra,n.光譜
speculate,v.推測；投機
speech,n.演講
speed,n/v.速度；急行
spell,v.拼寫
spelling,n.拼寫能力
spend,v.花費
sperm,n.精子
spice,n./v.香料；加香料於
spider,n.蜘蛛
spill,n./v.溢出；濺出
spinach,n.菠菜
spirit,n.精神；心靈
spiritual,adj.精神的；心靈的
spit,n./v.口水；吐
spite,n.惡意
splash,n./v.飛澱(聲)
splendid,adj.輝煌的
split,n./v.裂縫；(使)裂開
spoil,v.破壞
sponsor,v./n贊助(者)
spontaneous,adj.自發的
spoon,n./v.匙；用匙舀
sport,n.運動
sportsman,n.運動員
spot.,n./v.地點；散布
spouse,n.配偶
sprawl,v.伸開四肢躺(坐)
spray,v.噴；濺散
spread,n./v.擴展
spring,n.春天
spring,v.跳躍
spur,n.馬刺；激勵
spy,n./v. 間諜；秘密監視
squad,n.爭吵
square,adj./n.四方的
squarely,adv.正直地
squeeze,v.壓；擠
squirrel,n.松鼠
stab,n./v.刺；戳
stability,n.穩定性
stable,adj.穩定的
stack,v.使成堆
stadium,n.(露天)運動場
stage,n./v.舞臺；上演
stagger,v.蹣跚
stair,n.樓梯
stale,adj.不新鮮的
stall,n.攤位
stamp,n./v.郵票；跺腳
stand,n./v.攤位；站
standard,adj./n.標準
standardize,v.使標準化
standpoint,n.立場
staple,n./adj.釘書針；主要的
star,n./v.星；明星
stare,n./v.瞪眼
start,n./v.開始
startle,v.使大吃一驚
starve,v.(使)挨餓
state,n.狀態
state,v.陳述
statesman,n.政治家
static,adj.靜態的
station,n.車站
stationary,adj.靜止的
stationery,n.文具
statistical,adj.統計(學)的
statue,n.雕像
stature,n.高水平；身材
status,n.社會地位
statute,n.法令
stay,n./v.停留
steady,adj.穩固的
steak,n.牛排
steal,v.偷
steam,n./v.蒸汽
steel,n.鋼鐵
steep,adj.陡峭的
steer,v.駕駛
step,n./v.腳步；走
stepchild,n.妻與前夫(或夫與前妻)所生的孩子
stereo,n.立體聲；立體音響器材
stereotype,n.老套
steward,n.服務員
stick,v.刺入
sticky,adj.黏的
stiff,adj.硬的
still,adj./adv.靜止的；仍然
stimulation,n.刺激
stimulus,n.刺激(物)
sting,n./v.刺傷(處)；刺
stingy,adj.小氣的
stir,v.攪動
stocking(s),n.長襪
stomach,n.胃
stone,n./v.石頭
stool,n.凳子
stoop,v.彎腰
stop,n./v.車站；停止
storage,n.儲存
store,n./v.店鋪；儲存
storm,n./v.暴風雨；猛烈攻擊
stormy,adj.有暴風雨的
story,n.故事
stove,n.火爐
straight,adj./adv.筆直的
straighten,v.清理
strain,v.扭傷
strange,adj.奇怪的
stranger,n.陌生人
strategic,adj.戰略(性)的
strategy,n.策略
straw,n.稻草；麥桿
strawberry,n.草莓
streak,n./v.條紋；快速移動
stream,n./v.小河
street,n.街道
streetcar,n.(市內)有軌電車
strength,n.力氣
strengthen,v.加強
stress,n./v.壓力
stretch,n./v.伸展
strict,adj.嚴格的
stride,v.邁大步走
strike,n./v.罷工；猛然攻擊
string,n./v.細繩
strive,v.奮鬥
stroke,n.一擊
stroke,v.撫摸
strong,adj.強壯的
structural,adj.結構上的
structure,n.結構
struggle,n./v.掙扎；努力
stubborn,adj.固執的
student,n.學生
studio,n.工作室
study,n.學業
stu勿,v.學習
stuff,n.材料
stuff,v.填滿
stupid,adj.愚蠢的
sturdy,adj.強健的
style,n.風格
subdue,v.使屈服
subject,n.主題
subjective,adj.主觀的
submarine,n.潛水艇
submit,v.提交
subscribe,v.訂購
subsequently,ad v.後來
subsidy,n.補貼
substance,n.物質
substantially,adv.充足地
subtract,v.減掉
suburb,n.郊區
succeed,v.達成
success,n.成功
successful,adj.成功的
successive,adj.連續的
such,adj./prop.如此的
suck,v.吸；吮
suckle,v.哺乳
sudden,adj.突然的
suffer,v.遭受
suffering,n.苦難
sufficient,adj.充足的
suffocate,v.(使)窒息而死
sugar,n.糖
sugarcane,n.甘蔗
suggest,v.建議
suggestion,n.提議
suicide,n.自殺
suit,n.一套衣服
suit,v.適合
suitable,adj.合適的
suitcase,n.手提箱
sum,n.總數
summarize,v.概述；總結
summary,n.摘要
summer,n.夏天
summit,n.山頂
summon,v.召喚
sun,n./v.太陽；曬太陽
Sunday,n.星期日
sunlight,n.陽光
sunny,adj.陽光充足的
sunset,n.日落
sunshine,n.陽光
super,adj.極好的
superb,adj.極好的
superficial,adj.表面(皮)的
superfluous,adj.過多的
superhighway,n.超級高速公路
superimpose,v.使重疊
superintendent,n.監護人；警長
superior,adj.上等的
superiority,n.優越
supermarket,n.超級市場
superstition,n.迷信
superstitious,adj.迷信的
supervise,v.監督
supervisor,n.監督人
supper,n.晚餐
supplement,n.補充
supply,n./v.供應
support,n./v.支持
suppose,v.猜想
supposedly,adv.據推測
suppress,v.鎮壓
sure,adj.確信的
surface,n.表面
surface,n./adi./v. 表面(的)；顯露
surge,v.洶湧向前
surgeon,n.外科醫師
surgery,n.外科(手術)
surname,n.姓
surprise,n./v.驚訝；使驚奇
surprised,adj.感到驚奇的
surprising,adj.使人驚訝的
surrender,v.投降
surround,v.圍繞
surroundings,n.環境
survey,n./v.調查；審視
survival,n.殘存
survive,v.悻存
survivor,n.生還者
suspension,n.中止
suspicion,n.懷疑
suspicious,adj.猜疑的
swallow,n.燕子
swallow,v.吞下
swan,n.天鵝
sway,v.(使)搖動
swear,v.發誓
sweat,n./v.汗水；出汗
sweater,n.毛線衫
sweep,n. v.清掃；打掃
sweet,adj.甜的
swift,adj.迅速的
swim,n. v.游泳
swing,n./v.鞦韆；搖擺
switch,n./ v.開關；轉變
sword,n.劍
syllable,n.音節
syllabus,n.教學大綱
symbol,n.象徵
symmetry,n.對稱(性)
sympathetic,adj.有同情心的
sympathize,v.同情
sympathy,n.同情心
symphony,n.交響樂
synonym,n.同義詞
synthesis,n.綜合(體)；合成
system,n.系統
systematic,adj.有系統的
systematically,adv.有系統地
table,n.桌子
tablespoon,n.大湯匙
tablet,n.藥片
tabloid,n.小報
taboo,n.禁忌
tackle,v.處理
tag,n.標籤
tail,n.尾巴
tailor,n.裁縫師
take,v.拿(走)
tale,n.故事
talent,n.天賦
tally,n./v.聊天；說話
talkative,adj.健談的
tall,adj.高的
tame,adj.馴∣服的
tan,v.(使)曬黑
tangerine,n橘子
tangible,adj.明確的；實質的
tank,n.大容器
tanker,n.油輪
tap,n./v.塞子；輕敲
tape,n./v.錄音帶
target,n./v.靶子；對·瞄準
tariff,n.關稅
task,n.任務
taste,n./v.味覺；品嚐
tasty,adj.美味的
tax,n./v.稅；對…微稅
taxi,n.計程車
tea,n.茶
teach,v.教導
teacher,n.教師
team,n.隊
tear(s)(1),n.眼淚
tear,(2)、撕破
technical,adj.技術性的
technician,n.技術人員
technique,n.技術
technological,adj.工業技術的；科技的
technology,n.工業技術；(一門)科技
teenager,n.青少年
telegram,n.電報
telegraph,n.電報
telephone,n.電話
telescope,n.望遠鏡
television,n.電視機
tell,v.告訴
teller,n.講故事者；銀行出納員
temper,n.脾氣
temperament,n.氣質
temperature,n.溫度
tempest,n.暴風(雨、雪)
temple,n.廟宇
temporary,adj.暫時的
tempt,v.慫恿
temptation,n.誘惑
ten,n.十
tenant,n.房客
tend,v.有…的傾向　
tendency,n.癖好
tender,adj.嫩的
tennis,n.網球(運動)
tense,adj.緊張的
tension,n.緊張
tent,n帳篷
tentative,adj.試驗性的
tern,n.期限
terminal,n.終點；總站
terminate,v.(使)終止
terrace,n.陽臺
terrible,adj.可怕的
terrific,adj.極好的；嚇人的
terrified,adj.嚇壞了的
terrify,v.使驚恐
territory,n.領土
test,n./v. 小考；考驗
testify,v.作證
text,n.本文
textbook,n.教科書
than,prep./conj.比；比較
thank,n./v.感謝
thankful,adj.感謝的
theater,n.戲院
theatrical,adj.戲劇的
theft,n.偷竊
theme,n.主題
then,adj./adv.那時
theologian,n.神學家
theological,adj.神學(上)的
theoretical,adj.理論(上)的
theory,n.理論
therapeutic,adj.有療效的
therapist,n.治療專家
there,n/adv.那裡
therefore,adv.因此
thermal,adj.熱(量)的
these,adj./pron.這些
thesis,n.論文
thick,adj.厚的
thief,n.小偷
thigh,n.大腿
thin,adj.薄的
thing,n.束西
think,v.想
third,adj./n.第三
thirst,n.口渴
thirsty,adj.口渴的
thirteen,adj./n.十三
thirty,adj./n.三十
thorough,adj.徹底的
those,adj./pron.那些
though,adv./conj.然而；雖然
thought,n.思想
thoughtful,adj.體貼的；沉思的
thousand,adj./n.一千
thread,n./v.線；穿線於
threat,n.威脅
threaten,v.恐嚇
three,adj./n.三
threshold,n.門檻；開端
thrift,n.節儉
thrill,v./n.使激動；興奮
thrilling,adj.令人激動的
thrive,v.興旺
throat,n.喉嚨
through,prep./adv.通過
throughout,prep./adv.遍及
throw,v.投；扔
thumb,n./v.拇指
thunder,n./v.雷聲；打雷
thunderstorm,n.雷雨
Thursday,n.星期四
thus,adv.這樣
thyroid,n.甲狀腺
ticket,n.票
tide,n.潮汐
tidy,adj.整潔的
tie,n.領帶
tie,v.繫；捆
tiger,n.老虎
tight,adj./adj.緊的；緊緊地
tighten,v.(使)繃緊
tightly,adv.堅固地
till,prep./conj.直到
timber,n.木材
time,n./v.時間
timid,adj.膽小的
tiny,adj.非常小的
tip,n./v.小費
tire,n.輪胎
tire,v.疲勞
tired,adj.疲倦的
tiresome,adj.令人厭煩的
tissue,n.組織
title,n.標題
toast,n./v.吐司；烤；烘
tobacco,n.煙草
today,adv./n.今天
toe,n.腳趾
tofu,n.豆腐
together,adv.一起
toilet,n.洗手間；廁所
token,n.記號
tolerate,v.容忍
toll,n.通行費
tomato,n.蕃茄
tomb,n.墳
tomorrow,adv./n.明天
ton,n.噸
tone,n.音調
tongue,n.舌(頭)
tonight,adv./n.今晚
tool,n.工具
tooth,n.牙齒
toothbrush,n.牙刷
toothpaste,n.牙膏
top,adj./nJv.頂端的；頂部
topic,n.題目
tortoise,n.(陸)龜
torture,v.拷打；折磨
toss,n./v.扔；擲
total,adj./n./v.完全的；總數
totally,adj.完全地
touch,n./v.觸覺；觸摸
touchstone,n.試金石；(檢驗)標準
tough,adj.堅韌的
tour,n./v.旅遊
tournament,n.錦標賽
tourism,n.觀光業
tourist,n.觀光客
tow,v./n.拖
toward(s),prep.向
towel,n.毛巾
tower,n./v.塔樓；屹立
town,n.城鎮
toxic,adj.有毒的
toy,n./v.玩具；玩弄
trace,n./v.蹤跡；追溯
track,n./v.軌道；追蹤
tractor,n.拖拉機
trade,n./v.貿易
tradition,n.傳統
traditional,adj.傳統的
traffic,n.交通
tragedy,n.悲劇
tragic,adj.悲慘的
train,n.火車
train,v.訓練
tranquil,adj.寧靜的
tranquilizer,n.鎮靜劑
transcend,v.超越
transfer,n./v.調動
transformation,n.轉變
transit,n.運輸
transition,n.過渡(期)
translate,v.翻譯
translation,n.翻譯
translator,n.翻譯者
transmission,n.傳播
transmit,v.傳播
transplant,v./n.移植
transport,n.運輸(系統)
trauma,n.精神創傷；外傷
travel,n./v.旅行
traveler,n.旅行者
traverse,v.橫越
tray,n.盤子
treasure,n./v.金銀財寶；珍惜
treat,n./v.請客；對待
tree,n.樹
tremble,n./v.發抖
tremendous,adj.極大的
trend,n.趨勢
trespass,v.擅入
trial,n.審判
triangle,n.三角形
tribe,n.部落
tribune,n.護民官
trick,n./v.詭計；欺騙
tricky,adj.狡猾的
trigger,n./v.扳機；引發
trim,v.修剪
trip,n.旅行
triumph,n./v.勝利；戰勝
triumphant,adj.勝利的
trivial,adj.瑣碎的
troop,n.部隊
trophy,n.獎品
tropical,adj.熱帶的
trouble,n./v.憂慮
troublesome,adj.令人討厭的
trousers,n.褲子
truck,n./v.卡車；用卡車裝運
true,adj.真實的
trumpet,n./v.喇叭；鼓吹
trunk,n.樹幹
trust,n./v.信任
truth,n.事實
try,n./v.嘗試
tsunami,n.(源自日語)海嘯
tub,n浴缸；盆
tube,n.管子
tuberculosis,n.肺結核
Tuesday,n.星期 v.
tuition,n.學費
tumble,v.跌倒
tumor,n.腫瘤
tune,n./v.曲調
tunnel,n.隧道
turkey,n.火雞
turmoil,n.混亂
turn,n./v.轉動
tumpike,n.付費高速公路
turtle,n.(海)龜
tutor,n.家庭教師
twelve,adj./n.十二
twenty,adj./n.二十
twice,adv.兩次
twig,n.細枝
twin,n.孿生子之一
twinkle,n./v.閃爍
twist,n./v.彎曲；扭曲
two,adj./n.二
type,n.類型
type,v.打字
typewriter,n打字機
typhoon,n.颱風
typical,adj.典型的
typist,n.打字員
tyrant,n.暴君
ugly,adj.醜陋的
ulcer,n.潰瘍
ultimately,adv.最後
ultraviolet,adj.紫外(線)的
umbrella,n.雨傘
unanimously,adv.全體一致地
unaware,adj.沒有察覺到的
uncle,n.伯父
uncomfortable,adj.不舒服的
unconsciously,adv.無意識地
under,prep./adv.在…下面
underdeveloped,adj.低度開發的
underestimate,v.低估
undergo,v.接受；經歷
undergraduate,n.大學肄業生
underground,adj.地(面)下的；祕密的
understandable,adj.可理解的
undertake,v.承擔
underwear,n.內衣
underwrite,v.為…保險
undesirable,adj.令人不快的
undue,adj.過份的
unemployed,adj.失業的
unemployment,n.失業人數
unexpectedly,adj.未料到地
unfair,adj.不公平的
unforgettable,adj.難忘的
unfortunate,adj.不幸的
ungrateful,adj.忘恩負義的
uniform,adj./n.相同的；制服
unify,v.統一
union,n.結合
unit,n.單位
unite,v.合併
unity,n.統一
universe,n.宇宙
university,n.大學
unless,conj.除非
unlike,prep.不像
unlimited,adj.無限的
unload,v.從…卸下(貨物)
unlock,v.開啟
unofficial,adj.非正式的
unpleasant,adj.使人不愉快的
unprecedented,adj.前所未有的
unpredictable,adj.不可預測的
unrest,n.動亂
until,prep./conj.直到…時
untouched,adj.未觸動過的
unusually,adv.非常
up,prep./adv.向上地
upbringing,n.養育
upend,v.把…倒置
upgrade,v.提升
uplift,v.抬起
upper,adj.較高的
uproot,v.根除
upset,adj./v.心煩的；使生氣
upstairs,adj.在樓上
uranium,n.鈾
urban,adj.城市的
urge,n./v.衝動；催促
urgency,n.緊急
urgent,adj.緊急的
us,pron.我們
usage,n.使用方法
use,n./v.益處；使用
used,adj.舊的
useful,adj.有用的
usefulness,n.有效
useless,adj.無用的
usher,n.迎賓員
usual,adj.通常的
utensil,n.器皿
utmost,adj.極度的
Utopia,prop./n.烏托邦
utterly,adj.完全地
vacancy,n.空位
vacant,adj.空的
vacation,n.假期
vaccine,n.疫苗
vacuum,n.真空；空虛(感)
vaguely,adv.模糊地
vain,adj./n.無效的
validity,n.有效力
valley,n.山谷
valuable,adj.珍貴的
value,n./v.價值；估價
vanilla,n.香草
vanish,v.消失
vanity,n.自負
vapor,n.水蒸氣
variable,adj.易變的
variation,n.變化
variety,n多樣化
various,adj.各式各樣的
vary,v.變化
vase,n.花瓶
vast,adj.廣闊的
vegetable,n.蔬菜
vegetarian,adj./n.素食者
vehicle,n.車輛
veil,n.面紗
vent,n.通風孔
venture,n.冒險(行為)；投機
Venus,n.維納斯女神；金星
verb,n.動詞
verbal,adj.口頭的
verdict,n.判決
verify,v.證實
versatile,adj.多才多藝的
verse,n.詩節
vertical,adj.垂直的
very,adv.非常
vet,n./v.獸醫；審查
vex,v.使惱怒
via,prep.取道
viable,adj.切實可行的
vibration,n.振動
vicious,adj.惡意的
victim,n.受害者
victimize,v.使犧牲
victory,n.勝利
video,n.錄影帶
view,n./v.景色；看
vigor/vigour,n.精力
vigorously,adv.精力充沛地
villa,n.別墅
village,n.村莊
villain,n.反派角色
vine,n.葡萄(藤)
vinegar,n.醋
vineyard,n.葡萄園
violate,v.違背；侵犯
violence,n.暴力
violent,adj.兇暴的
violet,adj./n.紫羅蘭
violin,n.小提琴
virtually,adv.幾乎
virtuous,adj.品德高尚的
virus,n.病毒
visa,n.簽證
visible,adj.看得見的
vision,n.視力
visit,n./v.探望
visitor,n.探訪者
visual,adj.視覺的
visualize,v.想像
vital,adj.維持生命所必需的
vitamin,n.維他命
vivid,adj生動的
vocabulary,n.詞彙
vocal,adj.發音的
vocation,n.職業
vogue,n.流行
voice,n./v.聲音；表達
volcano,n.火山
volleyball,n.排球
volume,n.音量
voluntary,adj.自願的
volunteer,n./v.志願者；自願
vomit,v.嘔吐
vote,n./v.投票
voter,n.選民
vow,n.誓言
vowel,n.母音
voyage,n.航行
vulgar,adj.粗俗的
vulnerable,adj.脆弱的
wagon,n.四輪運貨馬車
waist,n.腰
wait,n./v.等候
waiter,n.侍者
waitress,n.女侍
wake,v.醒來
waken,v.弄醒
walk,n./v.走
Walkman,n.隨身聽
wall,n.牆
wallet,n.皮夾子
walnut,n.胡桃(樹)
wander,v.徘徊(於)
want,n./v. 想要
warn,v.警告
warning,n.警告
warrant,n.搜查令
warrior,n.戰士
warship,n.軍艦
wash,n./v.洗滌
waste,n./v.浪費
watch,n.手錶
watch,v.觀看
water,n./v.水
waterfall,n.瀑布
watermelon,n.西瓜
wave,n/v.波；揮動
wax,n.蠟
way,n.路
wayside,n.路邊
weak,adj.虛弱的
weaken,v.削弱
wealth,n.財富
wealthy,adj.富裕的
weapon,n.武器
wear,n./v.穿；戴
weary,adj.筋疲力竭的
weather,n.天氣
weave,v.紡織
web,n.網
wedding,n.婚禮
Wednesday,n.星期三
weed,n.雜草
week,n.週
weekly,adj./adv.一週一次的
weekday(s),n.工作日
weekend,n.週末
weep,v.哭泣
weigh,v.稱…的重量
weight,n.重量
welcome,n./v.歡迎
welfare,n.福利
well,adv.很好地
well,n.水井
West,adj./adv./n.西方的
western,adj./n.西方世界
wet,adj.溼的
whale,n.鯨
what,pron./conj.什麼
whatever,adj./advJpron./conj. 任何的；無論什麼
whatsoever,adj.任何的
wheat,n.小麥
wheel,n./v.輪子；旋轉
wheelchair,n:輪椅
when,pron./adv./conj. 那時；什麼時候
whenever,adv./conj.無論什麼時候；每當
where,adv./pron./conj. 在哪裡；哪裡
whereabouts,adv.在哪兒
whereby,adv.憑藉
wherever,conj./adv.無論到哪裡
whether,conj.是否
which,pron.哪一個
whichever,adj./pron.無論哪個
while,conj/n.當…的時候
whisper,n./v.低語
whistle,n./v.哨子；吹口哨
white,adj./n.白色的
who,pron.誰
whoever,pron.無論是誰
whole,adj./n.全部的
wholesale,n./adj.批發；大批的
wholly,adv.完全地
whom,pron.誰
whose,pron.誰的
why,adv./pron./conj. 為什麼
wicked,adj.邪惡的
wide,adj.寬的
widen,v.(使)變寬
